Ticket Number,Issued Date,Location,Violation Code,Violation Description,Fine Level 1,Camera ID
"8,000,049,384",07/09/2025 12:27:46,72 E ADAMS ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,386",07/09/2025 12:29:25,505 S HALSTED ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,387",07/09/2025 12:34:40,832 W LAKE ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,388",07/09/2025 12:59:11,1308 N WELLS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,389",07/09/2025 12:59:25,1335 N WELLS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,390",07/09/2025 13:00:22,1533 N WELLS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,391",07/09/2025 13:00:27,1549 N WELLS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,392",07/09/2025 13:14:40,47 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,393",07/09/2025 13:14:59,33 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,394",07/09/2025 13:15:00,33 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,395",07/09/2025 13:15:10,106 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,396",07/09/2025 13:15:12,110 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,397",07/09/2025 13:15:58,1425 N DEARBORN PKWY,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,400",07/09/2025 13:16:32,200 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,402",07/09/2025 13:20:23,1035 N DEARBORN ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,403",07/09/2025 13:21:52,1337 N DEARBORN PKWY,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,405",07/09/2025 13:33:59,1426 W LAKE ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,406",07/09/2025 13:34:25,121 W KINZIE ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3904
"8,000,049,407",07/09/2025 13:42:21,40 S CLINTON ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,408",07/09/2025 13:43:35,541 W JACKSON BLVD,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,411",07/09/2025 13:44:15,27 W KINZIE ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3904
"8,000,049,416",07/09/2025 13:47:27,279 S LA SALLE ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3602
"8,000,049,417",07/09/2025 13:48:02,158 W ADAMS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,420",07/09/2025 13:51:38,412 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,421",07/09/2025 13:51:39,412 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,422",07/09/2025 13:51:43,412 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,423",07/09/2025 13:54:34,37 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,424",07/09/2025 13:54:53,13 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,425",07/09/2025 13:55:41,40 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,426",07/09/2025 13:55:55,110 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,428",07/09/2025 13:56:00,122 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,429",07/09/2025 13:56:02,126 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,430",07/09/2025 13:56:07,136 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,431",07/09/2025 13:57:29,1120 S CANAL ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,432",07/09/2025 14:32:43,407 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,433",07/09/2025 14:35:54,106 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,434",07/09/2025 14:35:57,114 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,435",07/09/2025 14:35:59,118 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,436",07/09/2025 14:36:02,124 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,437",07/09/2025 16:03:02,363 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,440",07/09/2025 16:05:39,187 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,442",07/09/2025 16:23:20,1430 N DEARBORN PKWY,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,451",07/09/2025 16:30:50,508 W ADAMS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,452",07/09/2025 16:31:48,9 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,455",07/09/2025 16:36:04,14 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,458",07/09/2025 16:38:03,112 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,459",07/09/2025 16:38:40,215 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3904
"8,000,049,461",07/09/2025 16:39:23,212 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,463",07/09/2025 16:39:24,216 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,462",07/09/2025 16:39:31,187 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3904
"8,000,049,465",07/09/2025 16:39:32,183 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3904
"8,000,049,467",07/09/2025 16:43:06,9 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3904
"8,000,049,468",07/09/2025 16:43:20,15 E CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3904
"8,000,049,469",07/09/2025 16:47:14,483 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,470",07/09/2025 16:47:15,425 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,471",07/09/2025 16:48:18,221 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,472",07/09/2025 16:48:19,219 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,474",07/09/2025 16:50:39,21 E CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3904
"8,000,049,473",07/09/2025 16:50:39,21 E CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3904
"8,000,049,476",07/09/2025 16:51:56,159 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,477",07/09/2025 16:57:05,1212 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,480",07/09/2025 17:04:21,1340 N DEARBORN PKWY,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,485",07/09/2025 17:15:20,1411 W TAYLOR ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,486",07/09/2025 17:15:21,1411 W TAYLOR ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,488",07/09/2025 17:15:28,1357 W TAYLOR ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,490",07/09/2025 17:16:09,1212 W TAYLOR ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,492",07/09/2025 17:18:08,1072 W TAYLOR ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,493",07/09/2025 17:20:28,439 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,494",07/09/2025 17:21:03,343 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,497",07/09/2025 17:23:20,52 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,498",07/09/2025 17:24:14,112 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,499",07/09/2025 17:46:14,50 W ADAMS ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,504",07/09/2025 17:52:04,158 W ADAMS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,505",07/09/2025 17:52:17,172 W ADAMS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,510",07/09/2025 18:10:53,955 W WASHINGTON BLVD,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,509",07/09/2025 18:11:01,909 W WASHINGTON BLVD,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,511",07/09/2025 18:30:21,50 S CLINTON ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3602
"8,000,049,512",07/09/2025 18:30:22,54 S CLINTON ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3602
"8,000,049,513",07/09/2025 18:32:38,439 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,516",07/09/2025 18:33:52,131 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,517",07/09/2025 18:33:57,131 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,519",07/09/2025 18:34:22,111 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,518",07/09/2025 18:34:35,111 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,522",07/09/2025 18:34:38,111 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,520",07/09/2025 18:35:06,7 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,521",07/09/2025 18:35:28,33 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,523",07/09/2025 18:36:46,131 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,525",07/10/2025 07:19:18,116 W KINZIE ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3602
"8,000,049,526",07/10/2025 07:23:00,169 W KINZIE ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,527",07/10/2025 07:29:39,111 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,528",07/10/2025 07:30:01,200 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,529",07/10/2025 07:30:04,222 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,531",07/10/2025 07:34:28,130 E RANDOLPH ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,533",07/10/2025 07:39:08,10 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,535",07/10/2025 07:41:37,4 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,536",07/10/2025 07:41:39,6 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,537",07/10/2025 07:44:14,441 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,539",07/10/2025 07:44:33,1132 W ROOSEVELT RD,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,544",07/10/2025 07:46:49,6 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,542",07/10/2025 07:47:15,1 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,543",07/10/2025 07:47:17,1 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,545",07/10/2025 07:48:33,150 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,550",07/10/2025 07:57:14,337 S DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,553",07/10/2025 07:58:42,1017 W LAKE ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3602
"8,000,049,556",07/10/2025 08:00:44,14 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,558",07/10/2025 08:02:11,108 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,560",07/10/2025 08:09:33,225 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,559",07/10/2025 08:09:35,208 S CLINTON ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,565",07/10/2025 08:24:11,17 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,566",07/10/2025 08:24:56,33 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,567",07/10/2025 08:25:32,200 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,569",07/10/2025 08:26:26,10 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3904
"8,000,049,575",07/10/2025 08:32:19,219 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,581",07/10/2025 08:38:51,14 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,584",07/10/2025 08:43:05,15 E CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,582",07/10/2025 08:43:07,312 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,585",07/10/2025 08:43:35,275 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,587",07/10/2025 08:45:10,491 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,DT3921
"8,000,049,590",07/10/2025 08:45:15,425 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,DT3921
"8,000,049,591",07/10/2025 08:45:52,756 S HALSTED ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,592",07/10/2025 08:48:40,150 W CHICAGO AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,593",07/10/2025 08:49:50,310 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,594",07/10/2025 08:49:51,310 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,595",07/10/2025 08:50:46,412 W CHICAGO AVE,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3603
"8,000,049,597",07/10/2025 08:57:10,409 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,599",07/10/2025 08:59:57,337 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,600",07/10/2025 09:00:58,230 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,601",07/10/2025 09:02:17,131 S DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,602",07/10/2025 09:02:57,874 N LARRABEE ST,09108040,ZERO FINE WARNING - SMRT ST,0,DT3921
"8,000,049,603",07/10/2025 09:02:58,874 N LARRABEE ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,DT3921
"8,000,049,604",07/10/2025 09:04:00,33 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,606",07/10/2025 09:04:47,114 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,608",07/10/2025 09:16:28,337 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,609",07/10/2025 09:19:14,48 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,611",07/10/2025 09:21:32,104 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,612",07/10/2025 09:21:33,106 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,613",07/10/2025 09:21:34,110 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,614",07/10/2025 09:21:35,112 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,615",07/10/2025 09:21:36,121 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,616",07/10/2025 09:21:37,121 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,617",07/10/2025 09:25:23,56 S CLINTON ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3602
"8,000,049,620",07/10/2025 09:31:18,444 W JACKSON BLVD,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,621",07/10/2025 09:31:23,444 W JACKSON BLVD,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3602
"8,000,049,623",07/10/2025 09:40:11,323 N ORLEANS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3602
"8,000,049,624",07/10/2025 09:43:00,125 W KINZIE ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3602
"8,000,049,626",07/10/2025 09:55:45,439 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,627",07/10/2025 09:55:47,427 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,628",07/10/2025 09:55:48,407 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,629",07/10/2025 09:55:49,407 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,630",07/10/2025 09:55:51,407 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,632",07/10/2025 09:57:01,419 E ILLINOIS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,633",07/10/2025 09:58:53,1 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,634",07/10/2025 10:00:02,110 N DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,635",07/10/2025 10:00:04,116 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,636",07/10/2025 10:00:06,122 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,638",07/10/2025 10:03:10,158 E GRAND AVE,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,639",07/10/2025 10:04:07,60 E GRAND AVE,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,640",07/10/2025 10:08:42,441 S DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,646",07/10/2025 10:10:11,870 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,648",07/10/2025 10:11:39,1225 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,644",07/10/2025 10:12:49,112 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,649",07/10/2025 10:12:50,1423 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,650",07/10/2025 10:13:20,1529 N WELLS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,651",07/10/2025 10:26:47,169 W KINZIE ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,652",07/10/2025 10:28:45,1510 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,653",07/10/2025 10:30:05,1435 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,654",07/10/2025 10:30:46,1345 N WELLS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,655",07/10/2025 10:31:26,1241 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,658",07/10/2025 10:33:28,918 N WELLS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,656",07/10/2025 10:34:17,131 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,659",07/10/2025 10:35:27,45 S DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,660",07/10/2025 10:35:47,33 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,661",07/10/2025 10:35:48,33 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,662",07/10/2025 10:41:29,155 W KINZIE ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3602
"8,000,049,664",07/10/2025 10:47:08,40 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,666",07/10/2025 10:48:06,106 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,667",07/10/2025 10:48:07,108 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,668",07/10/2025 10:48:09,114 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,669",07/10/2025 10:48:10,120 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,671",07/10/2025 10:53:46,444 N WELLS ST,09108040,ZERO FINE WARNING - SMRT ST,0,DT3921
"8,000,049,675",07/10/2025 11:21:01,318 W ADAMS ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,679",07/10/2025 11:25:06,561 W WASHINGTON BLVD,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3602
"8,000,049,680",07/10/2025 11:26:09,58 S CLINTON ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,683",07/10/2025 11:27:41,444 W JACKSON BLVD,09108040,ZERO FINE WARNING - SMRT ST,0,FI3602
"8,000,049,686",07/10/2025 11:27:42,407 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,687",07/10/2025 11:27:46,407 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,688",07/10/2025 11:28:51,365 W JACKSON BLVD,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3602
"8,000,049,689",07/10/2025 11:28:55,261 S DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,690",07/10/2025 11:29:11,230 S DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,691",07/10/2025 11:29:48,131 S DEARBORN ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,692",07/10/2025 11:29:51,131 S DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,695",07/10/2025 11:30:26,1029 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,696",07/10/2025 11:30:29,1035 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,697",07/10/2025 11:31:31,1247 N DEARBORN PKWY,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,703",07/10/2025 11:32:15,1340 N DEARBORN PKWY,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3603
"8,000,049,694",07/10/2025 11:32:21,33 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,705",07/10/2025 11:33:10,1451 N DEARBORN PKWY,09108040,ZERO FINE WARNING - SMRT ST,0,FI3603
"8,000,049,698",07/10/2025 11:33:25,105 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,699",07/10/2025 11:33:27,105 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,700",07/10/2025 11:33:28,111 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,701",07/10/2025 11:33:29,116 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,702",07/10/2025 11:33:33,127 N DEARBORN ST,09108040,ZERO FINE WARNING - SMRT ST,0,FI3601
"8,000,049,713",07/10/2025 11:40:39,72 E ADAMS ST,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,FI3601
"8,000,049,727",07/10/2025 11:54:04,1444 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3904
"8,000,049,728",07/10/2025 11:54:18,1521 N WELLS ST,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,FI3904
